AUTAUGA ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1000,6883,313,4.55,654.22
LAFAYETTE ,LA ,H4506 ,SELECTCARE OF TEXAS  L.L.C. ,PSO ,19270,25622,  ,  ,716.13
LAFAYETTE ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19270,25622,  ,  ,716.13
LAFOURCHE ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19280,13243,17,0.13,712.45
LAFOURCHE ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19280,13243,33,0.25,712.45
LAFOURCHE ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19280,13243,49,0.37,712.45
LAFOURCHE ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19280,13243,40,0.3,712.45
LAFOURCHE ,LA ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,19280,13243,  ,  ,712.45
LAFOURCHE ,LA ,H2961 ,HEALTH PLAN OF NEVADA  INC. ,DEMO ,19280,13243,  ,  ,712.45
LAFOURCHE ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19280,13243,  ,  ,712.45
LA SALLE ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19290,2646,  ,  ,883.56
LA SALLE ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19290,2646,  ,  ,883.56
LA SALLE ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19290,2646,  ,  ,883.56
LINCOLN ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19300,5869,13,0.22,692.33
LINCOLN ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19300,5869,28,0.48,692.33
LINCOLN ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19300,5869,28,0.48,692.33
LINCOLN ,LA ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,19300,5869,  ,  ,692.33
LINCOLN ,LA ,H1170 ,KAISER FOUNDATION HP OF GA  INC. ,HMO ,19300,5869,  ,  ,692.33
LINCOLN ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19300,5869,  ,  ,692.33
LINCOLN ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19300,5869,  ,  ,692.33
LINCOLN ,LA ,H6142 ,UNION HEALTH SERVICES  INC. ,HCPP ,19300,5869,  ,  ,692.33
LIVINGSTON ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19310,12302,20,0.16,823.73
LIVINGSTON ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19310,12302,30,0.24,823.73
LIVINGSTON ,LA ,H1903 ,WELLCARE OF LOUISIANA  INC. ,HMO ,19310,12302,206,1.67,823.73
LIVINGSTON ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19310,12302,2702,21.96,823.73
LIVINGSTON ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19310,12302,29,0.24,823.73
LIVINGSTON ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19310,12302,168,1.37,823.73
LIVINGSTON ,LA ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,19310,12302,  ,  ,823.73
LIVINGSTON ,LA ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,19310,12302,  ,  ,823.73
LIVINGSTON ,LA ,H0504 ,CA PHYSICIANS SERV/DBA BLUE SHIELD OF CALIF ,HMO ,19310,12302,  ,  ,823.73
LIVINGSTON ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19310,12302,  ,  ,823.73
LIVINGSTON ,LA ,H0540 ,UNICARE LIFE & HEALTH INS. COMPANY ,PFFS ,19310,12302,  ,  ,823.73
LIVINGSTON ,LA ,H0545 ,INTER VALLEY HEALTH PLAN  INC. ,HMO ,19310,12302,  ,  ,823.73
LIVINGSTON ,LA ,H1019 ,CAREONE HEALTH PLAN  INC. ,HMO ,19310,12302,  ,  ,823.73
LIVINGSTON ,LA ,H1078 ,NEIGHBORHOOD HEALTH PARTNERSHIP INC ,HMO ,19310,12302,  ,  ,823.73
LIVINGSTON ,LA ,H1901 ,TENET CHOICES  INC. ,DEMP ,19310,12302,  ,  ,823.73
LIVINGSTON ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19310,12302,  ,  ,823.73
LIVINGSTON ,LA ,H3655 ,COMMUNITY INSURANCE COMPANY ,HMO ,19310,12302,  ,  ,823.73
LIVINGSTON ,LA ,H3749 ,PACIFICARE OF OKLAHOMA  INC. ,HMO ,19310,12302,  ,  ,823.73
MADISON ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19320,1797,  ,  ,793.41
MADISON ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19320,1797,  ,  ,793.41
MADISON ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19320,1797,  ,  ,793.41
MADISON ,LA ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,19320,1797,  ,  ,793.41
MADISON ,LA ,H6142 ,UNION HEALTH SERVICES  INC. ,HCPP ,19320,1797,  ,  ,793.41
MOREHOUSE ,LA ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,19330,5920,  ,  ,795.53
MOREHOUSE ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19330,5920,  ,  ,795.53
MOREHOUSE ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19330,5920,  ,  ,795.53
MOREHOUSE ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19330,5920,  ,  ,795.53
MOREHOUSE ,LA ,H2961 ,HEALTH PLAN OF NEVADA  INC. ,DEMO ,19330,5920,  ,  ,795.53
MOREHOUSE ,LA ,H4506 ,SELECTCARE OF TEXAS  L.L.C. ,PSO ,19330,5920,  ,  ,795.53
MOREHOUSE ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19330,5920,  ,  ,795.53
NATCHITOCHES ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19340,6068,18,0.3,741.06
NATCHITOCHES ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19340,6068,24,0.4,741.06
NATCHITOCHES ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19340,6068,63,1.04,741.06
NATCHITOCHES ,LA ,H0523 ,AETNA HEALTH OF CALIFORNIA INC. ,HMO ,19340,6068,  ,  ,741.06
NATCHITOCHES ,LA ,H0543 ,PACIFICARE OF CALIFORNIA/SECURE HORIZONS ,HMO ,19340,6068,  ,  ,741.06
NATCHITOCHES ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19340,6068,  ,  ,741.06
NATCHITOCHES ,LA ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,19340,6068,  ,  ,741.06
NATCHITOCHES ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19340,6068,  ,  ,741.06
ORLEANS ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19350,41903,15,0.04,865.65
ORLEANS ,LA ,H1901 ,TENET CHOICES  INC. ,DEMP ,19350,41903,111,0.26,865.65
ORLEANS ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19350,41903,4648,11.09,865.65
ORLEANS ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19350,41903,8571,20.45,865.65
ORLEANS ,LA ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H0154 ,VIVA HEALTH  INC. ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H0316 ,UNITEDHEALTHCARE OF ARIZONA INC ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H0317 ,HUMANA INSURANCE COMPANY ,PPO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H0319 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H0351 ,HEALTH NET OF ARIZONA  INC. ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H0543 ,PACIFICARE OF CALIFORNIA/SECURE HORIZONS ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H0562 ,HEALTH NET_OF CA ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H1903 ,WELLCARE OF LOUISIANA  INC. ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H2458 ,MEDICA HEALTH PLANS ,DEMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H2961 ,HEALTH PLAN OF NEVADA  INC. ,DEMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H3107 ,OXFORD HEALTH PLANS (NJ)  INC. ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H3305 ,ROCHESTER AREA HMO/ DBA PREFERRED CARE ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H3351 ,EXCELLUS HEALTH PLAN  INC. ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H3659 ,UNITED HEALTHCARE OF OHIO  INC. ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H4203 ,PALMETTO HEALTH ALLIANCE ,PACE ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H4506 ,SELECTCARE OF TEXAS  L.L.C. ,PSO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H4510 ,HUMANA HEALTH PLAN OF TEXAS INC. ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H4513 ,TEXAS HEALTHSPRING I  LLC ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H4520 ,HUMANA INSURANCE COMPANY ,PPO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H4528 ,ELDER HEALTH TEXAS  INC. ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H5050 ,GROUP HEALTH COOPERATIVE ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H5212 ,COMMUNITY CARE ORGANIZATION  INC. ,PACE ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H5404 ,UNIVERSAL HEALTH CARE  INC. ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H5408 ,SENIORCO. INC. ,DEMC ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H5410 ,LEON MEDICAL CENTERS HEALTH PLANS  INC ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H9005 ,GROUP HEALTH PLAN  INC. ,HMO ,19350,41903,  ,  ,865.65
ORLEANS ,LA ,H9104 ,SCAN HEALTH PLAN ,DEMO ,19350,41903,  ,  ,865.65
OUACHITA ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19360,21843,23,0.11,815.76
OUACHITA ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19360,21843,24,0.11,815.76
OUACHITA ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19360,21843,37,0.17,815.76
OUACHITA ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19360,21843,21,0.1,815.76
OUACHITA ,LA ,H0504 ,CA PHYSICIANS SERV/DBA BLUE SHIELD OF CALIF ,HMO ,19360,21843,  ,  ,815.76
OUACHITA ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19360,21843,  ,  ,815.76
OUACHITA ,LA ,H0562 ,HEALTH NET_OF CA ,HMO ,19360,21843,  ,  ,815.76
OUACHITA ,LA ,H0564 ,BLUE CROSS OF CALIFORNIA ,HMO ,19360,21843,  ,  ,815.76
OUACHITA ,LA ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,19360,21843,  ,  ,815.76
OUACHITA ,LA ,H1406 ,HUMANA HEALTH PLAN  INC. ,HMO ,19360,21843,  ,  ,815.76
OUACHITA ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19360,21843,  ,  ,815.76
OUACHITA ,LA ,H2150 ,KAISER FNDN HP OF THE MID-ATLANTIC STS ,COST ,19360,21843,  ,  ,815.76
OUACHITA ,LA ,H3812 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,19360,21843,  ,  ,815.76
OUACHITA ,LA ,H4556 ,CONSOLIDATED ASSOC OF RAILROAD EMPLOYEES HC ,HCPP ,19360,21843,  ,  ,815.76
OUACHITA ,LA ,H5408 ,SENIORCO. INC. ,DEMC ,19360,21843,  ,  ,815.76
PLAQUEMINES ,LA ,H1901 ,TENET CHOICES  INC. ,DEMP ,19370,2872,15,0.52,937.53
PLAQUEMINES ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19370,2872,426,14.83,937.53
PLAQUEMINES ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19370,2872,797,27.75,937.53
PLAQUEMINES ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19370,2872,  ,  ,937.53
PLAQUEMINES ,LA ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,19370,2872,  ,  ,937.53
PLAQUEMINES ,LA ,H1905 ,HUMANA HLTH BENEFIT PLN OF LOUISIANA ,PPO ,19370,2872,  ,  ,937.53
PLAQUEMINES ,LA ,H9047 ,PROVIDENCE HEALTH PLAN ,HMO ,19370,2872,  ,  ,937.53
POINTE COUPEE ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19380,3826,14,0.37,654.22
POINTE COUPEE ,LA ,H1903 ,WELLCARE OF LOUISIANA  INC. ,HMO ,19380,3826,187,4.89,654.22
POINTE COUPEE ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19380,3826,27,0.71,654.22
POINTE COUPEE ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19380,3826,31,0.81,654.22
POINTE COUPEE ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19380,3826,101,2.64,654.22
POINTE COUPEE ,LA ,H0154 ,VIVA HEALTH  INC. ,HMO ,19380,3826,  ,  ,654.22
POINTE COUPEE ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19380,3826,  ,  ,654.22
POINTE COUPEE ,LA ,H1901 ,TENET CHOICES  INC. ,DEMP ,19380,3826,  ,  ,654.22
POINTE COUPEE ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19380,3826,  ,  ,654.22
POINTE COUPEE ,LA ,H2654 ,UNITED HEALTHCARE OF THE MIDWEST  INC. ,HMO ,19380,3826,  ,  ,654.22
POINTE COUPEE ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19380,3826,  ,  ,654.22
RAPIDES ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19390,22697,48,0.21,725.86
RAPIDES ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19390,22697,36,0.16,725.86
RAPIDES ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19390,22697,80,0.35,725.86
RAPIDES ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19390,22697,37,0.16,725.86
RAPIDES ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19390,22697,  ,  ,725.86
RAPIDES ,LA ,H0543 ,PACIFICARE OF CALIFORNIA/SECURE HORIZONS ,HMO ,19390,22697,  ,  ,725.86
RAPIDES ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19390,22697,  ,  ,725.86
RAPIDES ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19390,22697,  ,  ,725.86
RAPIDES ,LA ,H2672 ,COVENTRY HEALTH CARE OF KANSAS  INC. ,HMO ,19390,22697,  ,  ,725.86
RAPIDES ,LA ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,19390,22697,  ,  ,725.86
RAPIDES ,LA ,H4506 ,SELECTCARE OF TEXAS  L.L.C. ,PSO ,19390,22697,  ,  ,725.86
RAPIDES ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19390,22697,  ,  ,725.86
RED RIVER ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19400,1539,11,0.71,672.93
RED RIVER ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19400,1539,19,1.23,672.93
RED RIVER ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19400,1539,  ,  ,672.93
RED RIVER ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19400,1539,  ,  ,672.93
RICHLAND ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19410,3797,  ,  ,793.09
RICHLAND ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19410,3797,  ,  ,793.09
RICHLAND ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19410,3797,  ,  ,793.09
SABINE ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19420,4507,69,1.53,708.38
SABINE ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19420,4507,  ,  ,708.38
SABINE ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19420,4507,  ,  ,708.38
SABINE ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19420,4507,  ,  ,708.38
SABINE ,LA ,H3749 ,PACIFICARE OF OKLAHOMA  INC. ,HMO ,19420,4507,  ,  ,708.38
SABINE ,LA ,H4556 ,CONSOLIDATED ASSOC OF RAILROAD EMPLOYEES HC ,HCPP ,19420,4507,  ,  ,708.38
SABINE ,LA ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,19420,4507,  ,  ,708.38
SABINE ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19420,4507,  ,  ,708.38
SAINT BERNARD ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19430,6286,2009,31.96,1222.05
SAINT BERNARD ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19430,6286,163,2.59,1222.05
SAINT BERNARD ,LA ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,19430,6286,  ,  ,1222.05
SAINT BERNARD ,LA ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,19430,6286,  ,  ,1222.05
SAINT BERNARD ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19430,6286,  ,  ,1222.05
SAINT BERNARD ,LA ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,19430,6286,  ,  ,1222.05
SAINT BERNARD ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19430,6286,  ,  ,1222.05
SAINT BERNARD ,LA ,H1905 ,HUMANA HLTH BENEFIT PLN OF LOUISIANA ,PPO ,19430,6286,  ,  ,1222.05
SAINT BERNARD ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19430,6286,  ,  ,1222.05
SAINT BERNARD ,LA ,H2111 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,19430,6286,  ,  ,1222.05
SAINT BERNARD ,LA ,H3336 ,NEIGHBORHOOD HEALTH PROVIDERS LLC ,HMO ,19430,6286,  ,  ,1222.05
SAINT BERNARD ,LA ,H4454 ,HEALTHSPRING  INC. ,HMO ,19430,6286,  ,  ,1222.05
SAINT BERNARD ,LA ,H4510 ,HUMANA HEALTH PLAN OF TEXAS INC. ,HMO ,19430,6286,  ,  ,1222.05
SAINT BERNARD ,LA ,H4520 ,HUMANA INSURANCE COMPANY ,PPO ,19430,6286,  ,  ,1222.05
SAINT CHARLES ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19440,5998,1715,28.59,820.59
SAINT CHARLES ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19440,5998,271,4.52,820.59
SAINT CHARLES ,LA ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,19440,5998,  ,  ,820.59
SAINT CHARLES ,LA ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,19440,5998,  ,  ,820.59
SAINT CHARLES ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19440,5998,  ,  ,820.59
SAINT CHARLES ,LA ,H1901 ,TENET CHOICES  INC. ,DEMP ,19440,5998,  ,  ,820.59
SAINT CHARLES ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19440,5998,  ,  ,820.59
SAINT CHARLES ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19440,5998,  ,  ,820.59
SAINT HELENA ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19450,1124,23,2.05,823.03
SAINT HELENA ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19450,1124,20,1.78,823.03
SAINT HELENA ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19450,1124,48,4.27,823.03
SAINT HELENA ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19450,1124,  ,  ,823.03
SAINT HELENA ,LA ,H1903 ,WELLCARE OF LOUISIANA  INC. ,HMO ,19450,1124,  ,  ,823.03
SAINT HELENA ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19450,1124,  ,  ,823.03
SAINT HELENA ,LA ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,19450,1124,  ,  ,823.03
SAINT JAMES ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19460,3410,11,0.32,829.7
SAINT JAMES ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19460,3410,31,0.91,829.7
SAINT JAMES ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19460,3410,  ,  ,829.7
SAINT JAMES ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19460,3410,  ,  ,829.7
SAINT JAMES ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19460,3410,  ,  ,829.7
SAINT JAMES ,LA ,H2961 ,HEALTH PLAN OF NEVADA  INC. ,DEMO ,19460,3410,  ,  ,829.7
ST JOHN THE BAPTIST ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19470,5526,58,1.05,901.31
ST JOHN THE BAPTIST ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19470,5526,657,11.89,901.31
ST JOHN THE BAPTIST ,LA ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,19470,5526,  ,  ,901.31
ST JOHN THE BAPTIST ,LA ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,19470,5526,  ,  ,901.31
ST JOHN THE BAPTIST ,LA ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,19470,5526,  ,  ,901.31
ST JOHN THE BAPTIST ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19470,5526,  ,  ,901.31
ST JOHN THE BAPTIST ,LA ,H1906 ,HUMANA HEALTH BENEFIT PLAN OF LA  INC. ,PFFS ,19470,5526,  ,  ,901.31
SAINT LANDRY ,LA ,H1902 ,CORSOLUTIONS  INC. ,DEMC ,19480,15979,35,0.22,737.07
SAINT LANDRY ,LA ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,19480,15979,34,0.21,737.07
SAINT LANDRY ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19480,15979,52,0.33,737.07
SAINT LANDRY ,LA ,H5006 ,STERLING LIFE INSURANCE COMPANY ,PFFS ,19480,15979,178,1.11,737.07
SAINT LANDRY ,LA ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,19480,15979,  ,  ,737.07
SAINT LANDRY ,LA ,H1903 ,WELLCARE OF LOUISIANA  INC. ,HMO ,19480,15979,  ,  ,737.07
SAINT LANDRY ,LA ,H4203 ,PALMETTO HEALTH ALLIANCE ,PACE ,19480,15979,  ,  ,737.07
SAINT LANDRY ,LA ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,19480,15979,  ,  ,737.07
SAINT LANDRY ,LA ,H6140 ,WABASH MEM. HOSPITAL ,HCPP ,19480,15979,  ,  ,737.07
SAINT MARTIN ,LA ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,19490,6719,29,0.43,708.89
